zone,year,month,tarikh_hijri,fajar,syuruk,zohor,asar,maghrib,isyak,updated_date,created_date
JHR01,2023,08,1445-01-14,1690840200,1690844520,1690866660,1690878720,1690888560,1690892940,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-15,1690926600,1690930920,1690953060,1690965120,1690974960,1690979340,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-16,1691013000,1691017320,1691039460,1691051520,1691061360,1691065740,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-17,1691099400,1691103720,1691125860,1691137860,1691147760,1691152080,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-18,1691185800,1691190120,1691212200,1691224260,1691234160,1691238480,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-19,1691272260,1691276520,1691298600,1691310660,1691320560,1691324880,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-20,1691358660,1691362920,1691385000,1691397000,1691406960,1691411280,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-21,1691445060,1691449320,1691471400,1691483400,1691493300,1691497620,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-22,1691531460,1691535660,1691557800,1691569740,1691579700,1691584020,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-23,1691617860,1691622060,1691644200,1691656140,1691666100,1691670420,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-24,1691704260,1691708460,1691730600,1691742480,1691752500,1691756760,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-25,1691790660,1691794860,1691817000,1691828880,1691838900,1691843160,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-26,1691877060,1691881260,1691903340,1691915220,1691925240,1691929560,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-27,1691963460,1691967660,1691989740,1692001620,1692011640,1692015900,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-28,1692049860,1692054060,1692076140,1692087960,1692098040,1692102300,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-29,1692136260,1692140460,1692162540,1692174360,1692184440,1692188700,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-01-30,1692222660,1692226860,1692248940,1692260700,1692270780,1692275040,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-01,1692309060,1692313200,1692335280,1692347100,1692357180,1692361440,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-02,1692395460,1692399600,1692421680,1692433440,1692443580,1692447780,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-03,1692481800,1692486000,1692508080,1692519780,1692529920,1692534180,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-04,1692568200,1692572400,1692594480,1692606180,1692616320,1692620580,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-05,1692654600,1692658800,1692680880,1692692520,1692702720,1692706920,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-06,1692741000,1692745200,1692767220,1692778860,1692789060,1692793320,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-07,1692827400,1692831540,1692853620,1692865260,1692875460,1692879660,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-08,1692913800,1692917940,1692940020,1692951600,1692961860,1692966060,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-09,1693000200,1693004340,1693026420,1693037940,1693048200,1693052400,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-10,1693086600,1693090740,1693112760,1693124280,1693134600,1693138800,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-11,1693173000,1693177140,1693199160,1693210680,1693221000,1693225200,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-12,1693259340,1693263480,1693285560,1693297020,1693307340,1693311540,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-13,1693345740,1693349880,1693371900,1693383360,1693393740,1693397940,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR01,2023,08,1445-02-14,1693432140,1693436280,1693458300,1693469700,1693480140,1693484280,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-14,1690840440,1690844760,1690866840,1690878960,1690888680,1690893060,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-15,1690926900,1690931160,1690953240,1690965300,1690975080,1690979460,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-16,1691013300,1691017560,1691039640,1691051700,1691061480,1691065860,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-17,1691099700,1691103960,1691126040,1691138100,1691147880,1691152200,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-18,1691186100,1691190360,1691212440,1691224440,1691234280,1691238600,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-19,1691272500,1691276760,1691298840,1691310840,1691320680,1691325000,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-20,1691358900,1691363160,1691385180,1691397240,1691407080,1691411400,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-21,1691445300,1691449560,1691471580,1691483580,1691493480,1691497740,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-22,1691531700,1691535960,1691557980,1691569980,1691579820,1691584140,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-23,1691618100,1691622300,1691644380,1691656320,1691666220,1691670540,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-24,1691704500,1691708700,1691730780,1691742720,1691752620,1691756880,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-25,1691790900,1691795100,1691817180,1691829060,1691839020,1691843280,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-26,1691877300,1691881500,1691903580,1691915460,1691925420,1691929680,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-27,1691963700,1691967900,1691989920,1692001860,1692011760,1692016020,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-28,1692050100,1692054300,1692076320,1692088200,1692098160,1692102420,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-29,1692136500,1692140700,1692162720,1692174540,1692184560,1692188820,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-01-30,1692222900,1692227100,1692249120,1692260940,1692270960,1692275160,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-01,1692309300,1692313440,1692335520,1692347280,1692357300,1692361560,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-02,1692395700,1692399840,1692421860,1692433680,1692443700,1692447960,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-03,1692482040,1692486240,1692508260,1692520020,1692530100,1692534300,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-04,1692568440,1692572640,1692594660,1692606420,1692616440,1692620700,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-05,1692654840,1692659040,1692681060,1692692760,1692702840,1692707040,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-06,1692741240,1692745380,1692767400,1692779100,1692789240,1692793440,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-07,1692827640,1692831780,1692853800,1692865440,1692875640,1692879840,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-08,1692914040,1692918180,1692940200,1692951840,1692961980,1692966180,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-09,1693000440,1693004580,1693026600,1693038180,1693048380,1693052580,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-10,1693086840,1693090980,1693112940,1693124520,1693134780,1693138920,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-11,1693173180,1693177320,1693199340,1693210920,1693221120,1693225320,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-12,1693259580,1693263720,1693285740,1693297260,1693307520,1693311720,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-13,1693345980,1693350120,1693372140,1693383600,1693393920,1693398060,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR02,2023,08,1445-02-14,1693432380,1693436520,1693458480,1693469940,1693480260,1693484460,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-14,1690840560,1690844820,1690866900,1690879020,1690888800,1690893120,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-15,1690926960,1690931220,1690953300,1690965420,1690975200,1690979520,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-16,1691013360,1691017620,1691039700,1691051760,1691061600,1691065920,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-17,1691099760,1691104020,1691126100,1691138160,1691147940,1691152320,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-18,1691186160,1691190420,1691212500,1691224560,1691234340,1691238660,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-19,1691272560,1691276820,1691298900,1691310900,1691320740,1691325060,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-20,1691358960,1691363220,1691385300,1691397300,1691407140,1691411460,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-21,1691445360,1691449620,1691471700,1691483700,1691493540,1691497800,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-22,1691531760,1691536020,1691558040,1691570040,1691579940,1691584200,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-23,1691618160,1691622420,1691644440,1691656440,1691666280,1691670600,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-24,1691704560,1691708820,1691730840,1691742780,1691752680,1691757000,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-25,1691790960,1691795220,1691817240,1691829180,1691839080,1691843340,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-26,1691877360,1691881620,1691903640,1691915520,1691925480,1691929740,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-27,1691963760,1691967960,1691990040,1692001920,1692011880,1692016140,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-28,1692050160,1692054360,1692076440,1692088260,1692098220,1692102480,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-29,1692136560,1692140760,1692162780,1692174660,1692184620,1692188880,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-01-30,1692222960,1692227160,1692249180,1692261000,1692271020,1692275280,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-01,1692309360,1692313560,1692335580,1692347400,1692357420,1692361620,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-02,1692395760,1692399960,1692421980,1692433740,1692443760,1692448020,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-03,1692482160,1692486300,1692508380,1692520140,1692530160,1692534420,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-04,1692568560,1692572700,1692594720,1692606480,1692616560,1692620760,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-05,1692654960,1692659100,1692681120,1692692820,1692702900,1692707160,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-06,1692741360,1692745500,1692767520,1692779220,1692789300,1692793500,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-07,1692827700,1692831900,1692853920,1692865560,1692875700,1692879900,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-08,1692914100,1692918240,1692940260,1692951900,1692962100,1692966300,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-09,1693000500,1693004640,1693026660,1693038240,1693048440,1693052640,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-10,1693086900,1693091040,1693113060,1693124640,1693134840,1693139040,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-11,1693173300,1693177440,1693199400,1693210980,1693221240,1693225380,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-12,1693259700,1693263780,1693285800,1693297320,1693307580,1693311780,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-13,1693346040,1693350180,1693372200,1693383660,1693393980,1693398120,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR03,2023,08,1445-02-14,1693432440,1693436580,1693458600,1693470060,1693480320,1693484520,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-14,1690840680,1690844940,1690867080,1690879140,1690888980,1690893360,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-15,1690927080,1690931340,1690953480,1690965540,1690975380,1690979760,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-16,1691013480,1691017740,1691039880,1691051940,1691061780,1691066100,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-17,1691099880,1691104140,1691126280,1691138340,1691148180,1691152500,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-18,1691186280,1691190540,1691212680,1691224680,1691234580,1691238900,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-19,1691272680,1691276940,1691299080,1691311080,1691320980,1691325300,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-20,1691359080,1691363340,1691385420,1691397420,1691407320,1691411640,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-21,1691445480,1691449740,1691471820,1691483820,1691493720,1691498040,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-22,1691531880,1691536140,1691558220,1691570220,1691580120,1691584440,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-23,1691618280,1691622540,1691644620,1691656560,1691666520,1691670780,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-24,1691704680,1691708940,1691731020,1691742960,1691752920,1691757180,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-25,1691791080,1691795340,1691817420,1691829300,1691839260,1691843580,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-26,1691877480,1691881740,1691903820,1691915700,1691925660,1691929920,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-27,1691963880,1691968080,1691990160,1692002040,1692012060,1692016320,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-28,1692050280,1692054480,1692076560,1692088440,1692098460,1692102720,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-29,1692136680,1692140880,1692162960,1692174780,1692184800,1692189060,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-01-30,1692223080,1692227280,1692249360,1692261180,1692271200,1692275460,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-01,1692309480,1692313680,1692335760,1692347520,1692357600,1692361860,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-02,1692395880,1692400080,1692422100,1692433860,1692444000,1692448200,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-03,1692482280,1692486480,1692508500,1692520260,1692530340,1692534600,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-04,1692568680,1692572820,1692594900,1692606600,1692616740,1692620940,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-05,1692655080,1692659220,1692681300,1692692940,1692703140,1692707340,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-06,1692741480,1692745620,1692767640,1692779340,1692789480,1692793740,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-07,1692827880,1692832020,1692854040,1692865680,1692875880,1692880080,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-08,1692914220,1692918420,1692940440,1692952020,1692962280,1692966480,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-09,1693000620,1693004760,1693026840,1693038420,1693048620,1693052820,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-10,1693087020,1693091160,1693113180,1693124760,1693135020,1693139220,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-11,1693173420,1693177560,1693199580,1693211100,1693221420,1693225560,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-12,1693259820,1693263960,1693285980,1693297440,1693307760,1693311960,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-13,1693346220,1693350300,1693372380,1693383780,1693394160,1693398360,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
JHR04,2023,08,1445-02-14,1693432620,1693436700,1693458720,1693470180,1693480560,1693484700,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-14,1690840860,1690845060,1690867620,1690879620,1690889880,1690894260,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-15,1690927260,1690931460,1690954020,1690966020,1690976280,1690980660,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-16,1691013660,1691017860,1691040420,1691052420,1691062620,1691067060,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-17,1691100060,1691104320,1691126820,1691138760,1691149020,1691153400,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-18,1691186520,1691190720,1691213220,1691225160,1691235420,1691239800,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-19,1691272920,1691277120,1691299620,1691311500,1691321820,1691326200,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-20,1691359320,1691363520,1691386020,1691397900,1691408160,1691412540,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-21,1691445720,1691449920,1691472360,1691484240,1691494560,1691498940,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-22,1691532120,1691536320,1691558760,1691570640,1691580960,1691585280,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-23,1691618520,1691622720,1691645160,1691656980,1691667360,1691671680,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-24,1691704920,1691709120,1691731560,1691743380,1691753700,1691758080,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-25,1691791380,1691795520,1691817960,1691829720,1691840100,1691844420,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-26,1691877780,1691881920,1691904360,1691916060,1691926500,1691930820,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-27,1691964180,1691968320,1691990760,1692002460,1692012840,1692017160,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-28,1692050580,1692054720,1692077100,1692088800,1692099240,1692103560,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-29,1692136980,1692141120,1692163500,1692175140,1692185640,1692189900,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-01-30,1692223380,1692227460,1692249900,1692261540,1692271980,1692276300,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-01,1692309780,1692313860,1692336300,1692347880,1692358380,1692362640,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-02,1692396180,1692400260,1692422700,1692434220,1692444780,1692449040,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-03,1692482580,1692486660,1692509040,1692520560,1692531120,1692535380,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-04,1692568980,1692573060,1692595440,1692606960,1692617520,1692621780,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-05,1692655380,1692659460,1692681840,1692693300,1692703860,1692708120,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-06,1692741780,1692745860,1692768240,1692779640,1692790260,1692794520,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-07,1692828180,1692832260,1692854580,1692865980,1692876660,1692880860,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-08,1692914580,1692918660,1692940980,1692952320,1692963000,1692967260,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-09,1693000980,1693005060,1693027380,1693038660,1693049400,1693053600,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-10,1693087380,1693091460,1693113720,1693125060,1693135740,1693140000,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-11,1693173780,1693177800,1693200120,1693211400,1693222140,1693226340,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-12,1693260180,1693264200,1693286520,1693297740,1693308480,1693312740,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-13,1693346580,1693350600,1693372920,1693384080,1693394880,1693399080,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH01,2023,08,1445-02-14,1693432980,1693437000,1693459260,1693470420,1693481220,1693485480,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH02,2023,08,1445-01-14,1690840920,1690845060,1690867560,1690879620,1690889820,1690894200,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH02,2023,08,1445-01-15,1690927320,1690931460,1690953960,1690966020,1690976220,1690980600,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH02,2023,08,1445-01-16,1691013720,1691017860,1691040360,1691052420,1691062560,1691067000,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH02,2023,08,1445-01-17,1691100120,1691104320,1691126760,1691138760,1691148960,1691153340,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
KDH02,2023,08,1445-01-18,1691186580,1691190720,1691213160,1691225160,1691235360,1691239740,2023-05-07 04:23:50.046000+00:00,2023-05-07 04:23:50.046000+00:00
